Engine Fuel Type,Transmission Type,Driven_Wheels,Market Category,Vehicle Size,Vehicle Style,Engine HP,Engine Cylinders,Number of Doors,highway MPG,city mpg,MSRP,Popularity,,Make,Year
regular unleaded,AUTOMATIC,rear wheel drive,Performance,Large,Sedan,292,6,4,30,19,42770,1013,,Chrysler,2017
regular unleaded,AUTOMATIC,rear wheel drive,Performance,Large,Sedan,300,6,4,30,19,35675,1013,,Chrysler,2017
premium unleaded (required),AUTOMATIC,front wheel drive,Performance,Large,Sedan,250,6,4,24,16,32065,1013,,Chrysler,2002
premium unleaded (required),AUTOMATIC,front wheel drive,Performance,Large,Sedan,250,6,4,24,16,28540,1013,,Chrysler,2002
premium unleaded (required),AUTOMATIC,front wheel drive,Performance,Large,Sedan,255,6,4,25,16,32315,1013,,Chrysler,2003
regular unleaded,AUTOMATIC,front wheel drive,Performance,Large,Sedan,250,6,4,25,16,28885,1013,,Chrysler,2003
regular unleaded,AUTOMATIC,front wheel drive,Performance,Large,Sedan,250,6,4,25,16,29185,1013,,Chrysler,2004
premium unleaded (required),AUTOMATIC,front wheel drive,Performance,Large,Sedan,255,6,4,25,16,32615,1013,,Chrysler,2004
regular unleaded,MANUAL,rear wheel drive,Performance,Compact,Convertible,222,6,2,22,16,2847,2009,,Nissan,1994
regular unleaded,MANUAL,rear wheel drive,Performance,Compact,Coupe,222,6,2,22,16,2488,2009,,Nissan,1994
regular unleaded,MANUAL,rear wheel drive,"Hatchback,Performance",Compact,2dr Hatchback,300,6,2,22,16,2683,2009,,Nissan,1994
regular unleaded,MANUAL,rear wheel drive,Performance,Compact,Coupe,222,6,2,22,16,2553,2009,,Nissan,1994
regular unleaded,MANUAL,rear wheel drive,Performance,Compact,Coupe,300,6,2,22,16,3049,2009,,Nissan,1995
regular unleaded,MANUAL,rear wheel drive,Performance,Compact,Coupe,222,6,2,22,17,2774,2009,,Nissan,1995
regular unleaded,MANUAL,rear wheel drive,Performance,Compact,Coupe,222,6,2,22,17,2702,2009,,Nissan,1995
regular unleaded,MANUAL,rear wheel drive,Performance,Compact,Convertible,222,6,2,22,17,3101,2009,,Nissan,1995
regular unleaded,MANUAL,rear wheel drive,Performance,Compact,Coupe,300,6,2,22,16,3510,2009,,Nissan,1996
regular unleaded,MANUAL,rear wheel drive,Performance,Compact,Coupe,222,6,2,22,17,3107,2009,,Nissan,1996
regular unleaded,MANUAL,rear wheel drive,Performance,Compact,Convertible,222,6,2,22,17,3624,2009,,Nissan,1996
regular unleaded,MANUAL,rear wheel drive,Performance,Compact,Coupe,222,6,2,22,17,3185,2009,,Nissan,1996
regular unleaded,MANUAL,front wheel drive,Hatchback,Compact,2dr Hatchback,82,4,2,33,25,2000,586,,Mazda,1992
regular unleaded,MANUAL,front wheel drive,Hatchback,Compact,2dr Hatchback,82,4,2,33,25,2000,586,,Mazda,1992
regular unleaded,MANUAL,front wheel drive,Hatchback,Compact,2dr Hatchback,82,4,2,33,25,2000,586,,Mazda,1993
regular unleaded,MANUAL,front wheel drive,Hatchback,Compact,2dr Hatchback,82,4,2,32,24,2000,586,,Mazda,1993
regular unleaded,MANUAL,front wheel drive,Hatchback,Compact,2dr Hatchback,82,4,2,33,25,2000,586,,Mazda,1994
diesel,AUTOMATIC,rear wheel drive,"Diesel,Luxury",Large,Sedan,134,6,4,23,19,2144,617,,Mercedes-Benz,1990
diesel,AUTOMATIC,rear wheel drive,"Diesel,Luxury",Large,Sedan,134,6,4,23,19,2098,617,,Mercedes-Benz,1990
diesel,AUTOMATIC,rear wheel drive,"Diesel,Luxury",Large,Sedan,134,6,4,23,19,2178,617,,Mercedes-Benz,1991
diesel,AUTOMATIC,rear wheel drive,"Diesel,Luxury",Large,Sedan,134,6,4,23,19,2311,617,,Mercedes-Benz,1991
regular unleaded,AUTOMATIC,rear wheel drive,High-Performance,Compact,Convertible,306,6,2,23,17,36550,2009,,Nissan,2007
regular unleaded,AUTOMATIC,rear wheel drive,High-Performance,Compact,Convertible,306,6,2,23,17,41250,2009,,Nissan,2007
regular unleaded,AUTOMATIC,rear wheel drive,High-Performance,Compact,Coupe,306,6,2,24,17,30600,2009,,Nissan,2007
regular unleaded,AUTOMATIC,rear wheel drive,High-Performance,Compact,Coupe,306,6,2,24,17,37100,2009,,Nissan,2007
regular unleaded,MANUAL,rear wheel drive,High-Performance,Compact,Coupe,306,6,2,25,18,27900,2009,,Nissan,2007
regular unleaded,MANUAL,rear wheel drive,High-Performance,Compact,Coupe,306,6,2,25,18,32700,2009,,Nissan,2007
regular unleaded,MANUAL,rear wheel drive,High-Performance,Compact,Convertible,306,6,2,24,17,40250,2009,,Nissan,2007
regular unleaded,MANUAL,rear wheel drive,High-Performance,Compact,Convertible,306,6,2,24,17,35550,2009,,Nissan,2007
regular unleaded,MANUAL,rear wheel drive,High-Performance,Compact,Coupe,306,6,2,25,18,36100,2009,,Nissan,2007
regular unleaded,AUTOMATIC,rear wheel drive,High-Performance,Compact,Coupe,306,6,2,24,17,33200,2009,,Nissan,2007
regular unleaded,MANUAL,rear wheel drive,High-Performance,Compact,Convertible,306,6,2,24,17,37900,2009,,Nissan,2007
regular unleaded,MANUAL,rear wheel drive,High-Performance,Compact,Coupe,306,6,2,25,18,29600,2009,,Nissan,2007
regular unleaded,MANUAL,rear wheel drive,"Factory Tuner,High-Performance",Compact,Coupe,306,6,2,25,18,38070,2009,,Nissan,2007
regular unleaded,AUTOMATIC,rear wheel drive,High-Performance,Compact,Convertible,306,6,2,23,17,38900,2009,,Nissan,2007
regular unleaded,AUTOMATIC,rear wheel drive,High-Performance,Compact,Coupe,306,6,2,24,17,33840,2009,,Nissan,2008
regular unleaded,MANUAL,rear wheel drive,High-Performance,Compact,Convertible,306,6,2,24,17,38630,2009,,Nissan,2008
regular unleaded,AUTOMATIC,rear wheel drive,High-Performance,Compact,Convertible,306,6,2,23,17,39630,2009,,Nissan,2008
regular unleaded,AUTOMATIC,rear wheel drive,High-Performance,Compact,Coupe,306,6,2,24,17,37740,2009,,Nissan,2008
regular unleaded,AUTOMATIC,rear wheel drive,High-Performance,Compact,Convertible,306,6,2,23,17,41980,2009,,Nissan,2008
regular unleaded,MANUAL,rear wheel drive,High-Performance,Compact,Convertible,306,6,2,24,17,36280,2009,,Nissan,2008
regular unleaded,MANUAL,rear wheel drive,High-Performance,Compact,Coupe,306,6,2,25,18,36740,2009,,Nissan,2008
regular unleaded,MANUAL,rear wheel drive,High-Performance,Compact,Convertible,306,6,2,24,17,40980,2009,,Nissan,2008
regular unleaded,MANUAL,rear wheel drive,"Factory Tuner,High-Performance",Compact,Coupe,306,6,2,25,18,38680,2009,,Nissan,2008
regular unleaded,MANUAL,rear wheel drive,High-Performance,Compact,Coupe,306,6,2,25,18,28510,2009,,Nissan,2008
regular unleaded,MANUAL,rear wheel drive,High-Performance,Compact,Coupe,306,6,2,25,18,30210,2009,,Nissan,2008
regular unleaded,AUTOMATIC,rear wheel drive,High-Performance,Compact,Coupe,306,6,2,24,17,31210,2009,,Nissan,2008
regular unleaded,MANUAL,rear wheel drive,High-Performance,Compact,Coupe,306,6,2,25,18,33340,2009,,Nissan,2008
regular unleaded,AUTOMATIC,rear wheel drive,High-Performance,Compact,Convertible,306,6,2,23,17,37280,2009,,Nissan,2008
regular unleaded,MANUAL,rear wheel drive,High-Performance,Compact,Convertible,306,6,2,24,17,41570,2009,,Nissan,2009
regular unleaded,MANUAL,rear wheel drive,High-Performance,Compact,Convertible,306,6,2,24,17,36870,2009,,Nissan,2009
regular unleaded,AUTOMATIC,rear wheel drive,High-Performance,Compact,Convertible,306,6,2,23,17,42570,2009,,Nissan,2009
regular unleaded,AUTOMATIC,rear wheel drive,High-Performance,Compact,Convertible,306,6,2,23,17,37870,2009,,Nissan,2009
regular unleaded,MANUAL,rear wheel drive,High-Performance,Compact,Convertible,306,6,2,24,17,39220,2009,,Nissan,2009
regular unleaded,AUTOMATIC,rear wheel drive,High-Performance,Compact,Convertible,306,6,2,23,17,40220,2009,,Nissan,2009
premium unleaded (required),MANUAL,rear wheel drive,"Exotic,High-Performance",Compact,Convertible,400,8,2,15,10,160829,2774,,Ferrari,2002
premium unleaded (required),MANUAL,rear wheel drive,"Exotic,High-Performance",Compact,Coupe,400,8,2,15,10,140615,2774,,Ferrari,2002
premium unleaded (required),AUTOMATED_MANUAL,rear wheel drive,"Exotic,High-Performance",Compact,Coupe,400,8,2,15,10,150694,2774,,Ferrari,2002
premium unleaded (required),AUTOMATED_MANUAL,rear wheel drive,"Exotic,High-Performance",Compact,Convertible,400,8,2,15,10,170829,2774,,Ferrari,2002
premium unleaded (required),MANUAL,rear wheel drive,"Exotic,High-Performance",Compact,Convertible,400,8,2,15,10,165986,2774,,Ferrari,2003
premium unleaded (required),AUTOMATED_MANUAL,rear wheel drive,"Exotic,High-Performance",Compact,Coupe,400,8,2,15,10,154090,2774,,Ferrari,2003
premium unleaded (required),MANUAL,rear wheel drive,"Exotic,High-Performance",Compact,Coupe,400,8,2,15,10,143860,2774,,Ferrari,2003
premium unleaded (required),AUTOMATED_MANUAL,rear wheel drive,"Exotic,High-Performance",Compact,Convertible,400,8,2,15,10,176287,2774,,Ferrari,2003
premium unleaded (required),AUTOMATED_MANUAL,rear wheel drive,"Exotic,High-Performance",Compact,Coupe,400,8,2,15,10,157767,2774,,Ferrari,2004
premium unleaded (required),AUTOMATED_MANUAL,rear wheel drive,"Exotic,Factory Tuner,High-Performance",Compact,Coupe,425,8,2,15,10,187124,2774,,Ferrari,2004
premium unleaded (required),MANUAL,rear wheel drive,"Exotic,High-Performance",Compact,Coupe,400,8,2,15,10,147332,2774,,Ferrari,2004
premium unleaded (required),MANUAL,rear wheel drive,"Exotic,High-Performance",Compact,Convertible,400,8,2,15,10,169900,2774,,Ferrari,2004
premium unleaded (required),AUTOMATED_MANUAL,rear wheel drive,"Exotic,High-Performance",Compact,Convertible,400,8,2,15,10,180408,2774,,Ferrari,2004
premium unleaded (required),AUTOMATIC,rear wheel drive,"Factory Tuner,High-Performance",Compact,Coupe,350,6,2,26,19,46790,2009,,Nissan,2015
premium unleaded (required),MANUAL,rear wheel drive,High-Performance,Compact,Convertible,332,6,2,24,17,48100,2009,,Nissan,2015
premium unleaded (required),MANUAL,rear wheel drive,High-Performance,Compact,Coupe,332,6,2,26,18,29990,2009,,Nissan,2015
premium unleaded (required),AUTOMATIC,rear wheel drive,High-Performance,Compact,Convertible,332,6,2,25,18,41820,2009,,Nissan,2015
premium unleaded (required),AUTOMATIC,rear wheel drive,High-Performance,Compact,Coupe,332,6,2,26,19,31290,2009,,Nissan,2015
premium unleaded (required),AUTOMATIC,rear wheel drive,High-Performance,Compact,Coupe,332,6,2,26,19,34870,2009,,Nissan,2015
premium unleaded (required),MANUAL,rear wheel drive,High-Performance,Compact,Coupe,332,6,2,26,18,33570,2009,,Nissan,2015
premium unleaded (required),AUTOMATIC,rear wheel drive,High-Performance,Compact,Convertible,332,6,2,25,18,46570,2009,,Nissan,2015
premium unleaded (required),MANUAL,rear wheel drive,High-Performance,Compact,Coupe,332,6,2,26,18,37970,2009,,Nissan,2015
premium unleaded (required),MANUAL,rear wheel drive,High-Performance,Compact,Coupe,332,6,2,26,18,37070,2009,,Nissan,2015
premium unleaded (required),AUTOMATIC,rear wheel drive,High-Performance,Compact,Convertible,332,6,2,25,18,49400,2009,,Nissan,2015
premium unleaded (required),MANUAL,rear wheel drive,High-Performance,Compact,Convertible,332,6,2,24,17,45270,2009,,Nissan,2015
premium unleaded (required),AUTOMATIC,rear wheel drive,High-Performance,Compact,Coupe,332,6,2,26,19,39270,2009,,Nissan,2015
premium unleaded (required),MANUAL,rear wheel drive,"Factory Tuner,High-Performance",Compact,Coupe,350,6,2,26,18,45490,2009,,Nissan,2015
premium unleaded (required),MANUAL,rear wheel drive,"Factory Tuner,High-Performance",Compact,Coupe,350,6,2,26,18,41990,2009,,Nissan,2015
premium unleaded (required),AUTOMATIC,rear wheel drive,High-Performance,Compact,Coupe,332,6,2,26,19,38370,2009,,Nissan,2015
premium unleaded (required),AUTOMATIC,rear wheel drive,"Factory Tuner,High-Performance",Compact,Coupe,350,6,2,26,19,43290,2009,,Nissan,2015
premium unleaded (required),AUTOMATIC,rear wheel drive,High-Performance,Compact,Convertible,332,6,2,25,18,41820,2009,,Nissan,2016
premium unleaded (required),MANUAL,rear wheel drive,High-Performance,Compact,Convertible,332,6,2,24,17,48100,2009,,Nissan,2016
premium unleaded (required),AUTOMATIC,rear wheel drive,"Factory Tuner,High-Performance",Compact,Coupe,350,6,2,26,19,43290,2009,,Nissan,2016
premium unleaded (required),AUTOMATIC,rear wheel drive,High-Performance,Compact,Coupe,332,6,2,26,19,39270,2009,,Nissan,2016
premium unleaded (required),AUTOMATIC,rear wheel drive,High-Performance,Compact,Coupe,332,6,2,26,19,34870,2009,,Nissan,2016
premium unleaded (required),MANUAL,rear wheel drive,"Factory Tuner,High-Performance",Compact,Coupe,350,6,2,26,18,41990,2009,,Nissan,2016
premium unleaded (required),AUTOMATIC,rear wheel drive,High-Performance,Compact,Coupe,332,6,2,26,19,38370,2009,,Nissan,2016
premium unleaded (required),MANUAL,rear wheel drive,High-Performance,Compact,Convertible,332,6,2,24,17,45270,2009,,Nissan,2016
premium unleaded (required),MANUAL,rear wheel drive,"Factory Tuner,High-Performance",Compact,Coupe,350,6,2,26,18,45490,2009,,Nissan,2016
premium unleaded (required),MANUAL,rear wheel drive,High-Performance,Compact,Coupe,332,6,2,26,18,29990,2009,,Nissan,2016
premium unleaded (required),AUTOMATIC,rear wheel drive,High-Performance,Compact,Convertible,332,6,2,25,18,46570,2009,,Nissan,2016
premium unleaded (required),AUTOMATIC,rear wheel drive,"Factory Tuner,High-Performance",Compact,Coupe,350,6,2,26,19,46790,2009,,Nissan,2016
premium unleaded (required),AUTOMATIC,rear wheel drive,High-Performance,Compact,Convertible,332,6,2,25,18,49400,2009,,Nissan,2016
premium unleaded (required),MANUAL,rear wheel drive,High-Performance,Compact,Coupe,332,6,2,26,18,37070,2009,,Nissan,2016
premium unleaded (required),AUTOMATIC,rear wheel drive,High-Performance,Compact,Coupe,332,6,2,26,19,31290,2009,,Nissan,2016
premium unleaded (required),MANUAL,rear wheel drive,High-Performance,Compact,Coupe,332,6,2,26,18,37970,2009,,Nissan,2016
premium unleaded (required),MANUAL,rear wheel drive,High-Performance,Compact,Coupe,332,6,2,26,18,33570,2009,,Nissan,2016
premium unleaded (required),MANUAL,rear wheel drive,High-Performance,Compact,Coupe,332,6,2,26,18,37970,2009,,Nissan,2017
premium unleaded (required),AUTOMATIC,rear wheel drive,High-Performance,Compact,Coupe,332,6,2,26,19,38370,2009,,Nissan,2017
premium unleaded (required),AUTOMATIC,rear wheel drive,High-Performance,Compact,Coupe,332,6,2,26,19,34870,2009,,Nissan,2017
premium unleaded (required),MANUAL,rear wheel drive,High-Performance,Compact,Coupe,332,6,2,26,18,29990,2009,,Nissan,2017
premium unleaded (required),MANUAL,rear wheel drive,"Factory Tuner,High-Performance",Compact,Coupe,350,6,2,26,18,45490,2009,,Nissan,2017
premium unleaded (required),MANUAL,rear wheel drive,"Factory Tuner,High-Performance",Compact,Coupe,350,6,2,26,18,41990,2009,,Nissan,2017
premium unleaded (required),MANUAL,rear wheel drive,High-Performance,Compact,Convertible,332,6,2,24,17,45270,2009,,Nissan,2017
premium unleaded (required),MANUAL,rear wheel drive,High-Performance,Compact,Coupe,332,6,2,26,18,33570,2009,,Nissan,2017
premium unleaded (required),MANUAL,rear wheel drive,High-Performance,Compact,Convertible,332,6,2,24,17,48100,2009,,Nissan,2017
premium unleaded (required),AUTOMATIC,rear wheel drive,High-Performance,Compact,Coupe,332,6,2,26,19,39270,2009,,Nissan,2017
premium unleaded (required),AUTOMATIC,rear wheel drive,High-Performance,Compact,Convertible,332,6,2,25,18,46570,2009,,Nissan,2017
premium unleaded (required),AUTOMATIC,rear wheel drive,High-Performance,Compact,Convertible,332,6,2,25,18,49400,2009,,Nissan,2017
premium unleaded (required),MANUAL,rear wheel drive,High-Performance,Compact,Coupe,332,6,2,26,18,37070,2009,,Nissan,2017
premium unleaded (required),AUTOMATIC,rear wheel drive,High-Performance,Compact,Convertible,332,6,2,25,18,41820,2009,,Nissan,2017
premium unleaded (required),AUTOMATIC,rear wheel drive,"Factory Tuner,High-Performance",Compact,Coupe,350,6,2,26,19,46790,2009,,Nissan,2017
premium unleaded (required),AUTOMATIC,rear wheel drive,"Factory Tuner,High-Performance",Compact,Coupe,350,6,2,26,19,43290,2009,,Nissan,2017
premium unleaded (required),AUTOMATIC,rear wheel drive,High-Performance,Compact,Coupe,332,6,2,26,19,31290,2009,,Nissan,2017
regular unleaded,MANUAL,front wheel drive,Performance,Compact,Sedan,184,4,4,37,25,25045,586,,Mazda,2015
regular unleaded,AUTOMATIC,front wheel drive,Performance,Compact,Sedan,184,4,4,39,28,26095,586,,Mazda,2015
regular unleaded,MANUAL,front wheel drive,Performance,Compact,Sedan,184,4,4,37,25,23845,586,,Mazda,2015
regular unleaded,AUTOMATIC,front wheel drive,"Hatchback,Performance",Compact,4dr Hatchback,184,4,4,37,27,25395,586,,Mazda,2015
regular unleaded,AUTOMATIC,front wheel drive,Performance,Compact,Sedan,184,4,4,39,28,24895,586,,Mazda,2015
regular unleaded,MANUAL,front wheel drive,"Hatchback,Performance",Compact,4dr Hatchback,184,4,4,35,26,25545,586,,Mazda,2015
regular unleaded,AUTOMATIC,front wheel drive,Hatchback,Compact,4dr Hatchback,155,4,4,40,30,24295,586,,Mazda,2015
regular unleaded,MANUAL,front wheel drive,Hatchback,Compact,4dr Hatchback,155,4,4,40,29,20095,586,,Mazda,2015
regular unleaded,AUTOMATIC,front wheel drive,Hatchback,Compact,4dr Hatchback,155,4,4,40,30,19995,586,,Mazda,2015
regular unleaded,AUTOMATIC,front wheel drive,Hatchback,Compact,4dr Hatchback,155,4,4,40,30,21145,586,,Mazda,2015
regular unleaded,MANUAL,front wheel drive,Hatchback,Compact,4dr Hatchback,155,4,4,40,29,23245,586,,Mazda,2015
regular unleaded,MANUAL,front wheel drive,"Hatchback,Performance",Compact,4dr Hatchback,184,4,4,35,26,24345,586,,Mazda,2015
regular unleaded,MANUAL,front wheel drive,Hatchback,Compact,4dr Hatchback,155,4,4,40,29,18945,586,,Mazda,2015
regular unleaded,AUTOMATIC,front wheel drive,"Hatchback,Performance",Compact,4dr Hatchback,184,4,4,37,27,26595,586,,Mazda,2015
regular unleaded,AUTOMATIC,front wheel drive,"Hatchback,Performance",Compact,4dr Hatchback,184,4,4,37,27,25495,586,,Mazda,2016
regular unleaded,MANUAL,front wheel drive,Hatchback,Compact,4dr Hatchback,155,4,4,40,29,20745,586,,Mazda,2016
regular unleaded,AUTOMATIC,front wheel drive,Hatchback,Compact,4dr Hatchback,155,4,4,40,30,24295,586,,Mazda,2016
regular unleaded,AUTOMATIC,front wheel drive,Hatchback,Compact,4dr Hatchback,155,4,4,40,30,21795,586,,Mazda,2016
regular unleaded,AUTOMATIC,front wheel drive,"Hatchback,Performance",Compact,4dr Hatchback,184,4,4,37,27,26495,586,,Mazda,2016
regular unleaded,MANUAL,front wheel drive,Performance,Compact,Sedan,184,4,4,37,25,24745,586,,Mazda,2016
regular unleaded,AUTOMATIC,front wheel drive,Hatchback,Compact,4dr Hatchback,155,4,4,40,30,19595,586,,Mazda,2016
regular unleaded,MANUAL,front wheel drive,Hatchback,Compact,4dr Hatchback,155,4,4,40,29,23245,586,,Mazda,2016
regular unleaded,MANUAL,front wheel drive,Hatchback,Compact,4dr Hatchback,155,4,4,40,29,18545,586,,Mazda,2016
regular unleaded,AUTOMATIC,front wheel drive,Performance,Compact,Sedan,184,4,4,39,28,25795,586,,Mazda,2016
regular unleaded,MANUAL,front wheel drive,"Hatchback,Performance",Compact,4dr Hatchback,184,4,4,35,26,25445,586,,Mazda,2016
regular unleaded,AUTOMATIC,front wheel drive,Performance,Compact,Sedan,184,4,4,39,28,24795,586,,Mazda,2016
regular unleaded,MANUAL,front wheel drive,Performance,Midsize,Sedan,184,4,4,34,25,23145,586,,Mazda,2017
regular unleaded,AUTOMATIC,front wheel drive,Performance,Midsize,Sedan,184,4,4,36,27,24195,586,,Mazda,2017
regular unleaded,AUTOMATIC,front wheel drive,Hatchback,Compact,4dr Hatchback,155,4,4,37,28,20145,586,,Mazda,2017
regular unleaded,AUTOMATIC,front wheel drive,"Hatchback,Performance",Compact,4dr Hatchback,184,4,4,35,26,24945,586,,Mazda,2017
regular unleaded,MANUAL,front wheel drive,"Hatchback,Performance",Compact,4dr Hatchback,184,4,4,33,25,23895,586,,Mazda,2017
regular unleaded,MANUAL,front wheel drive,Hatchback,Compact,4dr Hatchback,155,4,4,37,27,19095,586,,Mazda,2017
regular unleaded,AUTOMATIC,front wheel drive,"Hatchback,Performance",Compact,4dr Hatchback,184,4,4,35,26,23445,586,,Mazda,2017
regular unleaded,AUTOMATIC,front wheel drive,Hatchback,Compact,4dr Hatchback,155,4,4,37,28,22245,586,,Mazda,2017
regular unleaded,MANUAL,front wheel drive,"Hatchback,Performance",Compact,4dr Hatchback,184,4,4,33,25,22395,586,,Mazda,2017
premium unleaded (required),AUTOMATIC,all wheel drive,Luxury,Midsize,Sedan,240,4,4,33,22,42300,3916,,BMW,2015
premium unleaded (required),AUTOMATIC,rear wheel drive,Luxury,Midsize,Sedan,240,4,4,34,23,40300,3916,,BMW,2015
premium unleaded (required),AUTOMATIC,rear wheel drive,Luxury,Midsize,Sedan,240,4,4,34,23,40300,3916,,BMW,2015
premium unleaded (required),AUTOMATIC,all wheel drive,Luxury,Midsize,Sedan,240,4,4,33,22,42300,3916,,BMW,2015
premium unleaded (required),AUTOMATIC,rear wheel drive,"Luxury,Performance",Midsize,Sedan,300,6,4,32,21,45800,3916,,BMW,2015
premium unleaded (required),AUTOMATIC,all wheel drive,"Luxury,Performance",Midsize,Sedan,300,6,4,31,20,47800,3916,,BMW,2015
premium unleaded (required),AUTOMATIC,all wheel drive,Luxury,Midsize,Sedan,240,4,4,34,22,43650,3916,,BMW,2016
premium unleaded (required),AUTOMATIC,all wheel drive,"Luxury,Performance",Midsize,Sedan,300,6,4,30,20,49950,3916,,BMW,2016
premium unleaded (required),AUTOMATIC,rear wheel drive,"Luxury,Performance",Midsize,Sedan,300,6,4,31,20,47950,3916,,BMW,2016
premium unleaded (required),AUTOMATIC,rear wheel drive,Luxury,Midsize,Sedan,240,4,4,34,23,41650,3916,,BMW,2016
premium unleaded (recommended),AUTOMATIC,rear wheel drive,"Luxury,High-Performance",Midsize,Sedan,320,6,4,32,21,48300,3916,,BMW,2017
premium unleaded (recommended),AUTOMATIC,all wheel drive,"Luxury,Performance",Midsize,Sedan,320,6,4,31,21,50300,3916,,BMW,2017
premium unleaded (recommended),AUTOMATIC,all wheel drive,Luxury,Midsize,Sedan,248,4,4,33,23,43950,3916,,BMW,2017
premium unleaded (recommended),AUTOMATIC,rear wheel drive,"Luxury,Performance",Midsize,Sedan,248,4,4,34,23,41950,3916,,BMW,2017
